"County","State","Contract ID","Organization Name","Organization Type","Plan Type","SSA Code","FIPS Code","Enrolled"
"Craighead","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04150","05031","39"
"Craighead","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04150","05031","833"
"Crawford","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04160","05033","12"
"Crawford","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04160","05033","690"
"Crawford","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04160","05033","39"
"Crawford","AR","H2663","COVENTRY HEALTH CARE OF MISSOURI, INC","Local CCP","HMO/HMOPOS","04160","05033","261"
"Crawford","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04160","05033","510"
"Crawford","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04160","05033","294"
"Crawford","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04160","05033","40"
"Crawford","AR","H4652","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","HCPP - 1833 Cost","HCPP - 1833 Cost","04160","05033","22"
"Crawford","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04160","05033","162"
"Crawford","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04160","05033","33"
"Crawford","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04160","05033","2616"
"Crawford","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04160","05033","15"
"Crawford","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04160","05033","604"
"Crawford","AR","H9699","HMO PARTNERS, INC.","Local CCP","HMO/HMOPOS","04160","05033","89"
"Crawford","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04160","05033","30"
"Crawford","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04160","05033","628"
"Crittenden","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04170","05035","571"
"Crittenden","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04170","05035","40"
"Crittenden","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04170","05035","371"
"Crittenden","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04170","05035","396"
"Crittenden","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04170","05035","369"
"Crittenden","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04170","05035","27"
"Crittenden","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04170","05035","26"
"Crittenden","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04170","05035","47"
"Crittenden","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04170","05035","892"
"Cross","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04180","05037","229"
"Cross","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04180","05037","15"
"Cross","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04180","05037","275"
"Cross","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04180","05037","48"
"Cross","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04180","05037","81"
"Cross","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04180","05037","36"
"Cross","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04180","05037","466"
"Dallas","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04190","05039","106"
"Dallas","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04190","05039","178"
"Dallas","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04190","05039","80"
"Dallas","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04190","05039","18"
"Dallas","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04190","05039","218"
"Desha","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04200","05041","272"
"Desha","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04200","05041","67"
"Desha","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04200","05041","16"
"Desha","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04200","05041","399"
"Drew","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04210","05043","34"
"Drew","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04210","05043","55"
"Drew","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04210","05043","69"
"Drew","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04210","05043","706"
"Faulkner","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04220","05045","65"
"Faulkner","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04220","05045","139"
"Faulkner","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04220","05045","218"
"Faulkner","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04220","05045","888"
"Faulkner","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04220","05045","234"
"Faulkner","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04220","05045","92"
"Faulkner","AR","H4652","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","HCPP - 1833 Cost","HCPP - 1833 Cost","04220","05045","99"
"Faulkner","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04220","05045","328"
"Faulkner","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04220","05045","53"
"Faulkner","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04220","05045","535"
"Faulkner","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04220","05045","23"
"Faulkner","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04220","05045","197"
"Faulkner","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04220","05045","768"
"Faulkner","AR","H9699","HMO PARTNERS, INC.","Local CCP","HMO/HMOPOS","04220","05045","104"
"Faulkner","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04220","05045","35"
"Faulkner","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04220","05045","806"
"Franklin","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04230","05047","251"
"Franklin","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04230","05047","22"
"Franklin","AR","H2663","COVENTRY HEALTH CARE OF MISSOURI, INC","Local CCP","HMO/HMOPOS","04230","05047","93"
"Franklin","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04230","05047","168"
"Franklin","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04230","05047","135"
"Franklin","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04230","05047","47"
"Franklin","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04230","05047","27"
"Franklin","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04230","05047","315"
"Franklin","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04230","05047","144"
"Franklin","AR","H9699","HMO PARTNERS, INC.","Local CCP","HMO/HMOPOS","04230","05047","184"
"Franklin","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04230","05047","213"
"Fulton","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04240","05049","90"
"Fulton","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04240","05049","32"
"Fulton","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04240","05049","178"
"Fulton","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04240","05049","51"
"Fulton","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04240","05049","36"
"Fulton","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04240","05049","302"
"Fulton","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04240","05049","11"
"Fulton","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04240","05049","121"
"Fulton","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04240","05049","12"
"Fulton","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04240","05049","285"
"Garland","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04250","05051","1127"
"Garland","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04250","05051","59"
"Garland","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04250","05051","591"
"Garland","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04250","05051","327"
"Garland","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04250","05051","1034"
"Garland","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04250","05051","228"
"Garland","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04250","05051","89"
"Garland","AR","H4652","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","HCPP - 1833 Cost","HCPP - 1833 Cost","04250","05051","14"
"Garland","AR","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","04250","05051","16"
"Garland","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04250","05051","532"
"Garland","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04250","05051","154"
"Garland","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04250","05051","1121"
"Garland","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04250","05051","18"
"Garland","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04250","05051","317"
"Garland","AR","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","04250","05051","29"
"Garland","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04250","05051","2490"
"Garland","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04250","05051","61"
"Garland","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04250","05051","1284"
"Grant","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04260","05053","76"
"Grant","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04260","05053","34"
"Grant","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04260","05053","310"
"Grant","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04260","05053","18"
"Grant","AR","H4652","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","HCPP - 1833 Cost","HCPP - 1833 Cost","04260","05053","12"
"Grant","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04260","05053","146"
"Grant","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04260","05053","54"
"Grant","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04260","05053","29"
"Grant","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04260","05053","248"
"Greene","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04270","05055","398"
"Greene","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04270","05055","34"
"Greene","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04270","05055","47"
"Greene","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04270","05055","102"
"Greene","AR","H4305","TOTAL LIFE HEALTHCARE","National PACE","National PACE","04270","05055","19"
"Greene","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04270","05055","207"
"Greene","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04270","05055","305"
"Greene","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04270","05055","51"
"Greene","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04270","05055","183"
"Greene","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04270","05055","68"
"Greene","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04270","05055","109"
"Greene","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04270","05055","669"
"Greene","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04270","05055","30"
"Greene","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04270","05055","609"
"Hempstead","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04280","05057","46"
"Hempstead","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04280","05057","29"
"Hempstead","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04280","05057","19"
"Hempstead","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04280","05057","19"
"Hempstead","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04280","05057","709"
"Hempstead","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04280","05057","35"
"Hempstead","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04280","05057","557"
"Hot Spring","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04290","05059","320"
"Hot Spring","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04290","05059","11"
"Hot Spring","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04290","05059","23"
"Hot Spring","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04290","05059","420"
"Hot Spring","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04290","05059","62"
"Hot Spring","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04290","05059","220"
"Hot Spring","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04290","05059","18"
"Hot Spring","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04290","05059","137"
"Hot Spring","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04290","05059","30"
"Hot Spring","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04290","05059","77"
"Hot Spring","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04290","05059","627"
"Hot Spring","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04290","05059","19"
"Hot Spring","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04290","05059","449"
"Howard","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04300","05061","13"
"Howard","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04300","05061","13"
"Howard","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04300","05061","361"
"Howard","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04300","05061","18"
"Howard","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04300","05061","291"
"Independence","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04310","05063","644"
"Independence","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04310","05063","44"
"Independence","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04310","05063","170"
"Independence","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04310","05063","23"
"Independence","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04310","05063","186"
"Independence","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04310","05063","22"
"Independence","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04310","05063","636"
"Izard","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04320","05065","138"
"Izard","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04320","05065","20"
"Izard","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04320","05065","23"
"Izard","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04320","05065","135"
"Izard","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04320","05065","65"
"Izard","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04320","05065","30"
"Izard","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04320","05065","106"
"Izard","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04320","05065","48"
"Izard","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04320","05065","203"
"Izard","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04320","05065","313"
"Jackson","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04330","05067","372"
"Jackson","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04330","05067","17"
"Jackson","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04330","05067","65"
"Jackson","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04330","05067","15"
"Jackson","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04330","05067","183"
"Jackson","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04330","05067","24"
"Jackson","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04330","05067","269"
"Jefferson","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04340","05069","93"
"Jefferson","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04340","05069","1118"
"Jefferson","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04340","05069","140"
"Jefferson","AR","H4652","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","HCPP - 1833 Cost","HCPP - 1833 Cost","04340","05069","25"
"Jefferson","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04340","05069","123"
"Jefferson","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04340","05069","50"
"Jefferson","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04340","05069","1486"
"Jefferson","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04340","05069","44"
"Jefferson","AR","H9699","HMO PARTNERS, INC.","Local CCP","HMO/HMOPOS","04340","05069","235"
"Jefferson","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04340","05069","14"
"Jefferson","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04340","05069","1645"
"Johnson","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04350","05071","42"
"Johnson","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04350","05071","78"
"Johnson","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04350","05071","19"
"Johnson","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04350","05071","374"
"Johnson","AR","H4213","USABLE MUTUAL INSURANCE COMPANY","PFFS","PFFS","04350","05071","357"
"Johnson","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04350","05071","59"
"Johnson","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04350","05071","26"
"Johnson","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04350","05071","311"
"Johnson","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04350","05071","22"
"Johnson","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04350","05071","325"
"Johnson","AR","H9699","HMO PARTNERS, INC.","Local CCP","HMO/HMOPOS","04350","05071","53"
"Johnson","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04350","05071","383"
"Lafayette","AR","H2722","VANTAGE HEALTH PLAN OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04360","05073","34"
"Lafayette","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04360","05073","42"
"Lafayette","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04360","05073","299"
"Lawrence","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04370","05075","255"
"Lawrence","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04370","05075","28"
"Lawrence","AR","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","04370","05075","14"
"Lawrence","AR","H4305","TOTAL LIFE HEALTHCARE","National PACE","National PACE","04370","05075","11"
"Lawrence","AR","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","04370","05075","69"
"Lawrence","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04370","05075","17"
"Lawrence","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04370","05075","148"
"Lawrence","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04370","05075","40"
"Lawrence","AR","H9070","COMPBENEFITS INSURANCE COMPANY","Local CCP","Local PPO","04370","05075","62"
"Lawrence","AR","H9630","ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC","Local CCP","HMO/HMOPOS","04370","05075","261"
"Lawrence","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04370","05075","41"
"Lawrence","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04370","05075","396"
"Lee","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04380","05077","122"
"Lee","AR","H3464","UNITEDHEALTHCARE OF ARKANSAS, INC.","Local CCP","HMO/HMOPOS","04380","05077","155"
"Lee","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04380","05077","119"
"Lee","AR","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","04380","05077","14"
"Lee","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04380","05077","308"
"Lincoln","AR","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","04390","05079","171"
"Lincoln","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04390","05079","66"
"Lincoln","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04390","05079","30"
"Lincoln","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04390","05079","326"
"Little River","AR","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","04400","05081","22"
"Little River","AR","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","04400","05081","21"
"Little River","AR","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","04400","05081","467"
"Little River","AR","R1532","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","04400","05081","32"
"Little River","AR","R3444","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","Regional CCP","Regional PPO","04400","05081","279"
"Logan","AR","H1587","ARKANSAS SUPERIOR SELECT, INC.","Local CCP","HMO/HMOPOS","04410","05083","19"
"Logan","AR","H1608","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","04410","05083","463"
